关系抽取_RE_Cognitive_Emotion
[配套比较全] -> [舒适/安全]; [小区较老] -> [兴趣/好奇]
[艺术园区] -> [兴趣/好奇]; [中式美学] -> [欣赏]; [秋色景观] -> [愉悦]
[夜景很美] -> [愉悦/开心]
[宛如童话世界] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[视野开阔] -> [敬畏/惊叹]; [高空眩晕] -> [紧张/焦虑]
[压抑氛围] -> [悲伤/失望]; [历史感] -> [敬畏/惊叹]
[有历史感] -> [怀旧/温馨]; [有文化底蕴] -> [自豪/归属感]
[有文化底蕴] -> [怀旧/温馨]; [光影特别美] -> [放松/平静]
[宁静氛围] -> [平静]; [历史感] -> [自豪/归属感]
[出片] -> [愉悦/开心]; [有历史感] -> [自豪/归属感]
[宁静氛围] -> [放松/平静]; [漂亮景色] -> [愉悦/开心]
[清净美景] -> [放松/平静]; [天黑人迹罕至] -> [害怕]
[放松氛围] -> [放松/平静]; [惊喜体验] -> [愉悦/开心]
[怀旧氛围] -> [怀旧/温馨]; [历史厚重感] -> [敬畏/惊叹]
[冷] -> [焦虑/害怕]
[骑行路况良好] -> [兴趣/好奇]; [森林覆盖率高] -> [舒适/安全]
[废铁风] -> [自豪]; [历史荣光] -> [怀旧]
[历史厚重感] -> [兴趣/好奇]; [历史故事性] -> [怀旧/温馨]
[兼具实用性与美观性] -> [自豪/归属感]; [中国近现代医疗史见证] -> [敬佩]
[线路设计合理] -> [愉悦/开心]; [历史感] -> [兴趣/好奇]
[超出片] -> [愉悦/开心]; [浪漫氛围] -> [放松/平静]
[浪漫氛围] -> [愉悦/开心]; [出片效果] -> [愉悦/开心]
[宁静] -> [放松/平静]; [小众] -> [愉悦/开心]
[文学与影视文化价值] -> [兴趣/好奇]
[好看/出片] -> [愉悦/开心]; [浪漫氛围] -> [放松/平静]
[文艺氛围] -> [愉悦/开心]; [历史文化关联] -> [敬爱/崇敬]
[文学记忆联想] -> [兴趣/好奇]
[景色美] -> [愉悦/开心]; [互动表演] -> [兴趣/好奇]
[文学氛围拉满] -> [敬畏/惊叹]; [工业风怀旧感] -> [怀旧/温馨]
[行程安排合理且丰富] -> [兴趣/好奇]
[美到让人窒息] -> [敬畏/惊叹]; [蓝调时刻绝美] -> [愉悦/开心]
[适合拍摄] -> [兴趣/好奇]
[浪漫氛围] -> [愉悦/开心]; [被小事治愈] -> [放松/平静]
[有历史感] -> [怀旧/温馨]
[有历史感] -> [怀旧/温馨]; [民国风格] -> [愉悦/开心]
[浪漫氛围] -> [愉悦/开心]; [放松体验] -> [放松/平静]
[有历史感] -> [自豪/归属感]
[拍照很出片] -> [兴趣/好奇]; [江豚周边可爱] -> [愉悦/开心]
[怀旧氛围] -> [怀旧/温馨]; [街区未完全开放] -> [悲伤/失望]
[吹吹江风] -> [放松/平静]; [拍照体验] -> [愉悦/开心]
[适合遛娃] -> [放松/平静]; [网红打卡] -> [兴趣/好奇]; [江景好看] -> [愉悦/开心]
[历史厚重感] -> [敬畏/惊叹]; [回忆感] -> [怀旧/温馨]
[标志着中国辉煌的起点] -> [自豪/归属感]; [壮观] -> [敬畏/惊叹]
[高水准] -> [敬畏/惊叹]; [出片] -> [愉悦/开心]
[震撼的美] -> [敬畏/惊叹]; [浪漫邂逅] -> [浪漫/温馨]
[有文化底蕴] -> [怀旧/温馨]; [文艺氛围] -> [兴趣/好奇]
[手机可拍出好效果] -> [兴趣/好奇]
[有历史感] -> [兴趣/好奇]; [出片] -> [愉悦/开心]
[支付方式便捷] -> [中性情绪]; [时间安排明确] -> [中性情绪]
[有历史感] -> [Neutral]
[低配版1912] -> [失望/悲伤]; [未开发的历史资源] -> [厌恶]
[超有感觉] -> [愉悦/开心; 期待]
[有故事] -> [怀旧/温馨]; [怀旧] -> [悲伤/失望]
[适合拍摄] -> [愉悦/开心]; [安静舒适] -> [放松/平静]
[浪漫/宁静] -> [愉悦/开心]
[最有魅力的时间] -> [愉悦/开心]; [出片] -> [愉悦/开心]
[极度氛围感] -> [愉悦/开心]; [适合拍照的地方] -> [放松/平静]
[浪漫氛围] -> [愉悦/开心]; [开阔江景] -> [放松/平静]; [江风] -> [舒适/安全]
[有活力] -> [无明显情感倾向]
[故事感强] -> [兴趣/好奇]; [拍照好看] -> [愉悦/开心]
[潮流艺术] -> [兴趣/好奇]; [中式美学] -> [愉悦/开心]
[有历史感] -> [愉悦/开心]
[出片] -> [愉悦/开心]; [有历史感] -> [怀旧/温馨]
[力不从心] -> [挫败/烦恼]; [骑行挑战] -> [兴趣/好奇]
[中式美学氛围] -> [愉悦/开心]; [宠物友好] -> [放松/平静]
[怀旧氛围] -> [怀旧/温馨]; [历史联想] -> [愉悦/开心]
[不比海边差] -> [愉悦/开心]
[家庭友好环境] -> [愉悦/开心]; [江景优美] -> [放松/平静]
[有历史感] -> [怀旧]; [有文化底蕴] -> [敬佩]
[精美图片] -> [兴趣/好奇]; [附上《背影》原文] -> [自豪/归属感]
[活跃] -> [愉悦/开心]
[有历史意义] -> [自豪/归属感]
[与文学/影视作品关联] -> [兴趣/好奇]; [无法进入] -> [失望/遗憾]
[浪漫日落] -> [愉悦/开心]; [历史感] -> [怀旧/温馨]
[太好拍了] -> [愉悦/开心]; [最美广场] -> [愉悦/开心]
[享受户外时光] -> [放松/平静]
[人潮汹涌] -> [烦恼/挫败]; [排队时间长] -> [厌烦]
[工业文化氛围] -> [敬佩/惊叹]; [场所精神营造] -> [兴趣/好奇]
[民国建筑] -> [愉悦/开心]; [红色革命氛围] -> [敬佩/感动]
[出片场景] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[文学经典《背影》场景] -> [怀旧/温馨]; [复古民国风情] -> [愉悦/开心]
[壮丽景色] -> [愉悦/开心]; [美丽风景] -> [放松/平静]
[易被遗忘] -> [悲伤/失望]; [历史记忆的消逝] -> [感慨/无奈]
[视野开阔] -> [愉悦/开心]; [浪漫氛围] -> [放松/平静]
[神秘感] -> [好奇]; [设计巧思] -> [敬畏]
[美腻风景] -> [愉悦/开心]; [性价比高] -> [愉悦/开心]; [苍蝇馆子] -> [兴趣/好奇]
[太美了] -> [愉悦/开心]; [南京人专属浪漫] -> [归属感]
[步行不会特别累] -> [中性]
[漂亮] -> [愉悦/开心]; [出片] -> [敬畏/惊叹]
[树荫遮阳] -> [舒适/安全]; [书店体验] -> [愉悦/开心]
[专业服务] -> [自豪/归属感]; [热烈氛围] -> [愉悦/开心]
[有回忆] -> [怀旧/温馨]; [有文化底蕴] -> [自豪/归属感]
[出片] -> [愉悦/开心]; [氛围感] -> [放松/平静]
[探索性氛围] -> [兴趣/好奇]; [未找到章] -> [遗憾]
[无需排队] -> [放松/平静]; [一线江景] -> [愉悦/开心]
[浪漫氛围] -> [愉悦/开心]; [治愈画面] -> [放松/平静]
[无鱼咬钩] -> [失望/悲伤]; [死鱼上钩] -> [厌烦]
[开阔江景] -> [放松/平静]; [美食] -> [愉悦/开心]; [回忆] -> [怀旧/温馨]
[好看] -> [愉悦/开心]; [浪漫氛围] -> [敬畏/惊叹]
[替代性选择] -> [放松/平静]
[粉雾海落日] -> [愉悦/开心]; [浪漫氛围] -> [放松/平静]
[时间张弛有度] -> [放松/平静]; [古典意境] -> [怀旧/温馨]
[轻松氛围] -> [放松/平静]; [儿童乐园] -> [愉悦/开心]
[遗憾] -> [失望]; [未能完整保留] -> [惋惜]
[古今交融] -> [兴趣/好奇]; [江水浑黄+阴云] -> [壮阔]
[有历史感] -> [敬畏/惊叹]; [有氛围感] -> [自豪/归属感]
[浪漫氛围] -> [愉悦/开心]; [城市漫步体验] -> [放松/平静]
[壮观] -> [兴趣/好奇]; [过江难] -> [紧张/焦虑]
[精神脊梁] -> [自豪/归属感]; [民族记忆] -> [怀旧/温馨]; [开创意义] -> [敬畏/惊叹]
[好看] -> [愉悦/开心]; [有历史感] -> [兴趣/好奇]
[自然美景] -> [放松/平静]; [回到小时候] -> [怀旧/温馨]
[宁静氛围] -> [放松/平静]; [文学联想] -> [怀旧/温馨]
[浪漫氛围] -> [愉悦/开心]; [绝美晚霞] -> [敬畏/惊叹]
[食物香味] -> [愉悦/开心]
[历史遗产] -> [自豪/归属感]; [建筑史价值] -> [敬佩]
[创意十足的设计] -> [敬畏/惊叹]; [独特造型] -> [兴趣/好奇]
[风景不错] -> [放松/平静]; [遛娃体验好] -> [愉悦/开心]
[好看/出片] -> [愉悦/开心]
[挺美的] -> [愉悦/开心]; [很适合拍照] -> [放松/平静]
[视野开阔] -> [舒适/安全]; [出片率高] -> [兴趣/好奇]
[满足感] -> [自豪/归属感]
[价格亲民] -> [愉悦/开心]; [家的味道] -> [怀旧/温馨]
[出片] -> [愉悦/开心]; [视觉震撼] -> [敬畏/惊叹]
[怀旧] -> [怀旧/温馨]; [亲人思念] -> [悲伤/失望]
[风景真的很美] -> [愉悦/开心]; [橘子海日落] -> [敬畏/惊叹]
[历史感] -> [敬佩]; [民国建筑风格] -> [怀旧]
[历史厚重感] -> [怀旧/温馨]; [城市历史脚印] -> [敬佩/惊叹]
[造型独特] -> [敬佩]; [历史意义] -> [怀旧]
[童年记忆] -> [怀旧/温馨]; [失去记忆空间] -> [悲伤/失望]
[见证历史风霜] -> [怀旧/温馨]; [最美文艺火车站] -> [敬畏/惊叹]
[怀旧氛围] -> [怀旧/温馨]; [城市变迁] -> [感慨/沉思]
[幸福] -> [愉悦/开心]; [好治愈] -> [放松/平静]
[诗和远方] -> [期待/希望]; [历史控狂喜] -> [兴趣/好奇]
[热烈的黄昏色彩] -> [愉悦/开心]; [历史余音] -> [怀旧/温馨]
[怀旧的氛围] -> [怀旧/温馨]; [浪漫的氛围] -> [愉悦/开心]
[司机善意帮助] -> [感激]; [避免受骗] -> [欣慰]
[怀旧氛围] -> [怀旧/温馨]; [时间穿越感] -> [敬佩/惊叹]
[停车方便] -> [舒适/安全]; [轻松不累] -> [愉悦/开心]
[梦幻景色] -> [愉悦/开心]; [浪漫氛围] -> [放松/平静]
[很出片] -> [愉悦/开心]; [绝美日落] -> [愉悦/开心]; [岁月痕迹] -> [怀旧/温馨]
[开阔江景] -> [愉悦/开心]; [舒适居住条件] -> [舒适/安全]
[路线清晰且轻松] -> [放松/平静]; [民国历史建筑] -> [兴趣/好奇]
[现代与历史碰撞] -> [兴趣/好奇]; [巍峨壮观] -> [敬畏/惊叹]
[味道惊艳] -> [愉悦/开心]; [食物香气] -> [放松/平静]
[璀璨] -> [愉悦/开心]
[静谧中的岁月感] -> [放松/平静]; [连接过去与现在的纽带] -> [自豪/归属感]
[美出新level] -> [愉悦/开心]; [灯光氛围] -> [浪漫]
[百年历史] -> [敬畏/惊叹]; [历史与现代交融] -> [自豪/归属感]
[电影感] -> [愉悦/开心]; [听江水涨潮] -> [兴趣/好奇]
[富有故事性] -> [怀旧/温馨]; [有历史感] -> [怀旧/温馨]
[宁静氛围] -> [放松/平静]; [历史韵味] -> [怀旧/温馨]
[游船体验不错] -> [愉悦/开心]; [人太多] -> [疲惫]
[复古文艺] -> [怀旧/温馨]; [出片率高] -> [愉悦/开心]
[文艺气息浓厚] -> [愉悦/开心]; [历史厚重感] -> [怀旧/温馨]
[有历史感] -> [怀旧/温馨]; [有文化底蕴] -> [自豪/归属感]
[有历史感] -> [怀旧/温馨]; [文艺氛围] -> [愉悦/开心]
[方向感强] -> [愉悦/开心]; [灯光效果] -> [兴趣/好奇]
[环保理念] -> [自豪/归属感]; [江豚观赏] -> [愉悦/开心]
[舒服] -> [放松/平静]; [适合玩耍野营] -> [愉悦/开心]
[电影感十足] -> [愉悦/开心]; [岁月静好] -> [放松/平静]
[厚重的历史感] -> [怀旧/温馨]; [有文化底蕴] -> [敬畏/惊叹]
[有历史感] -> [敬畏/惊叹]; [文艺氛围] -> [放松/平静]
[出片有层次感] -> [愉悦/开心]; [性价比高] -> [放松/平静]
[有历史感] -> [怀旧/温馨]
[票价低廉] -> [愉悦/开心]
[浪漫氛围] -> [愉悦/开心]
[浪漫江边日落] -> [愉悦/开心]; [火车呼啸而过] -> [敬畏/惊叹]
[中式美学氛围] -> [放松/平静]; [涂鸦艺术] -> [兴趣/好奇]
[浪漫] -> [愉悦/开心]
[独特的历史氛围] -> [愉悦/开心]; [松弛感] -> [放松/平静]
[放松氛围] -> [放松/平静]; [美景] -> [愉悦/开心]
[有艺术氛围] -> [兴趣/好奇]; [无敌江景] -> [愉悦/开心]
[历史沧桑感] -> [兴趣/好奇]; [本末倒置现象] -> [失望/悲伤]
[价格低廉] -> [兴趣/好奇]; [普通场景] -> [中立]
[温暖有爱] -> [怀旧/温馨]; [小朋友很开心] -> [愉悦/开心]
[历史意义] -> [自豪/归属感]; [雄伟桥身] -> [敬畏/惊叹]
[美好的风景] -> [愉悦/开心]; [世纪穿越之旅] -> [兴趣/好奇]
[宁静氛围] -> [放松/平静]; [日落景观] -> [兴趣/好奇]
[见证新中国发展] -> [自豪/归属感]; [承载情感和记忆] -> [怀旧/温馨]
[高端餐饮体验] -> [愉悦/开心]; [独特投资眼光] -> [兴趣/好奇]
[绝美落日] -> [愉悦/开心]; [浪漫灯光] -> [放松/平静]
[浪漫氛围] -> [放松/平静]; [民国风情] -> [兴趣/好奇]
[怀旧记忆] -> [怀旧/温馨]; [好不惬意] -> [愉悦/开心]
[无法参观] -> [失望/悲伤]
[厚重历史] -> [敬畏/惊叹]; [对孙中山先生伟大精神的缅怀与敬仰] -> [自豪/归属感]; [历史韵味与文化底蕴] -> [怀旧/温馨]
[咖啡厅音乐很棒] -> [愉悦/开心]
[构图讲究] -> [兴趣/好奇]; [日落景色] -> [愉悦/开心]
[宁静氛围] -> [放松/平静]; [阳光下的美景] -> [愉悦/开心]; [历史建筑] -> [敬畏/惊叹]
[独特艺术文化气息] -> [兴趣/好奇]; [复古而又多彩] -> [愉悦/开心]
[出片] -> [愉悦/开心]; [有氛围感] -> [兴趣/好奇]
[有文化底蕴] -> [自豪/归属感]; [有故事] -> [兴趣/好奇]
[帮助他人] -> [愉悦/开心]
[时间都慢了下来] -> [放松/平静]; [咖啡出品不错] -> [愉悦/开心]
[很出片] -> [愉悦/开心]; [relax] -> [放松/平静]
[独特氛围] -> [放松/平静]; [值得早起] -> [愉悦/开心]
[波光粼粼江面] -> [愉悦/开心]; [江风] -> [放松/平静]
[美到让人窒息] -> [敬畏/惊叹]; [中式浪漫] -> [愉悦/开心]
[日落美景] -> [愉悦/开心]; [江风吹拂] -> [放松/平静]
[复古风格] -> [愉悦/开心]; [拍剪影漂亮] -> [放松/平静]
[象征幸运的文化联想] -> [愉悦/开心]
[很出片] -> [愉悦/开心]; [城市风光] -> [兴趣/好奇]
[性价比高] -> [愉悦/开心]; [出片] -> [兴趣/好奇]
[舒适] -> [放松/平静]
[人少景美] -> [放松/平静]; [历史文化氛围] -> [兴趣/好奇]
[文化遗产价值] -> [中性]
[惬意氛围] -> [放松/平静]; [出片体验] -> [愉悦/开心]
[环境很好] -> [舒适/安全]; [氛围很棒] -> [愉悦/开心]
[文艺气息] -> [愉悦/开心]; [琼瑶阿姨离世] -> [敬佩/感动]; [回忆琼瑶剧] -> [怀旧/温馨]
[浪漫氛围] -> [愉悦/开心]; [惊叹景观] -> [敬畏/惊叹]
[功能齐全] -> [舒适/安全]
[秋日美景] -> [愉悦/开心]; [文艺氛围] -> [兴趣/好奇]
[见证铁路辉煌] -> [自豪/归属感]; [历史厚重感] -> [敬佩]
[票价便宜] -> [无明显情感反应]
[适合游客探索] -> [兴趣/好奇]; [有社交氛围] -> [愉悦/开心]
[江风拂面] -> [舒适/安全]
[灯光美] -> [愉悦/开心]; [江风舒服] -> [放松/平静]
[温柔的江风] -> [放松/平静]; [橘子海日落] -> [愉悦/开心]; [浪漫氛围] -> [浪漫/温情]
[设施不完善] -> [失望/悲伤]; [路线受阻] -> [厌烦/无聊]
[滨江风光美丽] -> [愉悦/开心]; [有故事感] -> [兴趣/好奇]
[历史厚重] -> [敬畏/惊叹]; [怀旧氛围] -> [怀旧/温馨]
[城市情感联结] -> [怀旧/温馨]; [历史记忆] -> [期待/希望]
[浪漫氛围] -> [愉悦/开心]
[民国特色] -> [兴趣/好奇]; [设施齐全] -> [愉悦/开心]
[美] -> [愉悦/开心]; [治愈] -> [放松/平静]
[充满生活气息] -> [兴趣/好奇]
[出片率高] -> [愉悦/开心]; [古今融合] -> [自豪/归属感]
[复古韵味弥漫] -> [愉悦/开心]; [爱情的轮廓] -> [敬爱/感动]
[出片效果好] -> [愉悦/开心]; [浪漫氛围] -> [兴趣/好奇]
[强烈视觉冲击] -> [敬畏/惊叹]; [宁静氛围] -> [放松/平静]
[风景好] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[文艺与历史交融] -> [自豪/归属感]; [治愈感] -> [放松/平静]
[舒适] -> [舒适/安全]; [适合吹风] -> [放松/平静]
[晚霞] -> [浪漫]; [江景] -> [放松/平静]; [美食] -> [愉悦]
[有历史厚重感] -> [自豪/归属感]; [有故事] -> [敬佩]
[日落美景] -> [愉悦/开心]; [凉风] -> [放松/平静]
[小众夜景很美] -> [愉悦/开心]; [韩国街头氛围] -> [放松/平静]
[略显斑驳] -> [担忧]; [期待下关的路早日修好] -> [期待]
[出片率高] -> [愉悦/开心]; [温柔浪漫氛围] -> [放松/平静]; [落日景观天花板] -> [敬畏/惊叹]
[出片场景] -> [愉悦/开心]; [疗愈日落] -> [放松/平静]
[出片效果好] -> [愉悦/开心]
[餐厅位置便利] -> [愉悦/开心]
[非常出片] -> [愉悦/开心]; [拍照取景无敌] -> [兴趣/好奇]
[小时候的味道] -> [怀旧/温馨]; [地道得不行] -> [愉悦/开心]
[现代与历史融合] -> [兴趣/好奇]; [开阔江景] -> [愉悦/开心]
[悠闲放松的逛吃氛围] -> [放松/平静]; [夕阳景观] -> [愉悦/开心]
[复古风情] -> [兴趣/好奇]; [出片] -> [愉悦/开心]
[优质巧克力饮品] -> [愉悦/开心]; [精致甜点] -> [愉悦/开心]
[热闹街道] -> [放松/平静]; [轮渡便宜] -> [愉悦/开心]
[浪漫氛围] -> [愉悦/开心]
[烟火气重] -> [兴趣/好奇]; [出片] -> [愉悦/开心]
[视觉通透感] -> [放松/平静]; [海滨城市联想] -> [愉悦/开心]
[风景好看] -> [愉悦/开心]; [环境安静] -> [放松/平静]; [出片效果好] -> [兴趣/好奇]
[浪漫氛围] -> [愉悦/开心]; [出片场景] -> [舒适/安全]
[光影绝杀] -> [愉悦/开心]; [秘境探索] -> [兴趣/好奇]
[充满故事感] -> [敬畏/惊叹]; [怀旧氛围] -> [放松/平静]
[具有现代监控功能] -> [兴趣/好奇]
[历史变迁] -> [怀旧/温馨]; [老地标消失] -> [悲伤/失望]
[父子亲情] -> [感动]; [历史回忆] -> [怀念]
[有历史感] -> [怀旧/温馨]
[怀旧氛围] -> [怀旧/温馨]; [自由舒适感受] -> [放松/平静]
[随便拍都是大片] -> [愉悦/开心]; [绝美日落] -> [敬畏/惊叹]
[夕阳江景] -> [愉悦/开心]; [小朋友看到货船] -> [兴趣/好奇]
[非常出片] -> [愉悦/开心]; [氛围感] -> [浪漫/温馨]
[气势磅礴] -> [敬畏/惊叹]
[人少] -> [放松/平静]; [江边风景] -> [愉悦/开心]
[波光粼粼江面] -> [治愈]; [粉色落日] -> [浪漫]; [民国特色景观] -> [兴趣/好奇]
[未能观赏江豚] -> [失望/悲伤]; [看江景散心] -> [放松/平静]
[强烈的视觉冲击] -> [敬畏/惊叹]; [宁静氛围] -> [放松/平静]; [出片] -> [愉悦/开心]
[原生态氛围] -> [放松/平静]; [优美自然景观] -> [愉悦/开心]
[历史厚重感] -> [敬畏/惊叹]; [复古风格] -> [愉悦/开心]
[独特氛围] -> [兴趣/好奇]; [有设计感] -> [愉悦/开心]
[路线清晰] -> [放松/平静]; [大桥壮观] -> [兴趣/好奇]
[历史厚重感] -> [敬畏/惊叹]; [民国风情] -> [愉悦/开心]
[美景尽收眼底] -> [愉悦/开心]; [充满年代感] -> [怀旧/温馨]
[交通便利] -> [舒适/安全]; [比香港好] -> [自豪/归属感]
[有历史感] -> [怀旧/温馨]; [文艺氛围] -> [兴趣/好奇]
[浪漫] -> [愉悦/开心]; [文艺] -> [愉悦/开心]
[效果图展示] -> [期待/憧憬]; [实际景象对比] -> [失望/悲伤]
[路线清晰] -> [舒适/安全]
[宁静氛围] -> [放松/平静]; [怀旧联想] -> [怀旧/温馨]
[出片] -> [愉悦/开心]; [穿越感] -> [兴趣/好奇]
